Month,Year,Date,American Canyon,American Canyon,American Canyon,American Canyon,American Canyon,Benicia,Benicia,Benicia,Benicia,Benicia,Burlingame,Burlingame,Burlingame,Burlingame,Burlingame,CCCSD,CCCSD,CCCSD,CCCSD,CCCSD,CMSA,CMSA,CMSA,CMSA,CMSA,Port Costa,Port Costa,Port Costa,Port Costa,Port Costa,Delta Diablo,Delta Diablo,Delta Diablo,Delta Diablo,Delta Diablo,EBDA,EBDA,EBDA,EBDA,EBDA,EBMUD,EBMUD,EBMUD,EBMUD,EBMUD,Fairfield-Suisun,Fairfield-Suisun,Fairfield-Suisun,Fairfield-Suisun,Fairfield-Suisun,Las Gallinas,Las Gallinas,Las Gallinas,Las Gallinas,Las Gallinas,Paradise Cove,Paradise Cove,Paradise Cove,Paradise Cove,Paradise Cove,Tiburon,Tiburon,Tiburon,Tiburon,Tiburon,Millbrae,Millbrae,Millbrae,Millbrae,Millbrae,Mt View,Mt View,Mt View,Mt View,Mt View,Napa,Napa,Napa,Napa,Napa,Novato,Novato,Novato,Novato,Novato,Palo Alto,Palo Alto,Palo Alto,Palo Alto,Palo Alto,Petaluma,Petaluma,Petaluma,Petaluma,Petaluma,Pinole,Pinole,Pinole,Pinole,Pinole,Rodeo,Rodeo,Rodeo,Rodeo,Rodeo,SFO Airport,SFO Airport,SFO Airport,SFO Airport,SFO Airport,SFPUC Southeast Plant,SFPUC Southeast Plant,SFPUC Southeast Plant,SFPUC Southeast Plant,SFPUC Southeast Plant,San Jose,San Jose,San Jose,San Jose,San Jose,San Mateo,San Mateo,San Mateo,San Mateo,San Mateo,SMCSD,SMCSD,SMCSD,SMCSD,SMCSD,SASM,SASM,SASM,SASM,SASM,SVCW,SVCW,SVCW,SVCW,SVCW,Sonoma Valley,Sonoma Valley,Sonoma Valley,Sonoma Valley,Sonoma Valley,South SF,South SF,South SF,South SF,South SF,Sunnyvale,Sunnyvale,Sunnyvale,Sunnyvale,Sunnyvale,Treasure Island,Treasure Island,Treasure Island,Treasure Island,Treasure Island,Vallejo,Vallejo,Vallejo,Vallejo,Vallejo,West County,West County,West County,West County,West County
2,2019,2/1/2019,2.9251,7.3524,38.8625,46.2149,33.6108,3.7104,359.7264,0.7631,360.4895,33.7925,4.9114,485.994,68.8492,554.8432,42.5245,61.1679,4122.5312,156.4847,4297.7758,224.2382,28.9357,1217.7142,11.3413,1229.0556,83.1407,0.0587,,,,,10.9036,1754.5368,36.1997,1790.7365,44.6157,88.5036,8998.3076,1428.3455,10711.058,483.0417,96.6429,7894.5638,552.0423,8446.606,610.142,24.5386,10.6086,1280.2384,1290.847,255.5329,7.2668,170.1704,153.6104,246.6397,31.0673,0.0286,0.0401,,,,0.83,47.1233,0.3142,47.4374,5.6548,2.94,280.5442,0.6106,281.1548,11.5518,2.0617,3.3193,129.0836,132.4029,5.2248,18.1111,398.763,359.3432,758.1062,191.3961,12.8106,195.1849,292.7773,487.9622,97.5924,29.24,10.4243,2933.5453,2943.9697,415.6837,9.3557,16.8588,34.4057,51.2644,44.7273,4.5425,151.0215,129.447,280.4685,32.3618,1.2954,4.0272,37.9711,41.9984,9.2051,1.5361,42.0135,18.7358,60.7493,30.0908,64.527,8443.1503,635.6538,9078.8041,386.1987,126.2586,233.6433,5820.0393,6053.6826,246.7292,19.0307,1275.104,6.7967,1281.9008,33.9776,2.3584,24.7279,62.0166,71.9565,8.6434,5.9464,64.8598,100.893,165.7527,28.8266,25.1133,2827.8522,46.8585,2874.7108,264.7343,8.1919,3.5956,230.1198,233.7154,43.1475,13.1433,1328.3638,17.4237,2861.731,219.5164,19.2386,508.5715,1155.9882,1664.5597,171.8963,0.7228,7.2672,11.2884,18.5556,3.0038,18.8314,800.0279,150.1358,816.873,94.8767,26.1754,535.797,200.5577,736.3547,88.0713
3,2019,3/1/2019,2.5621,9.6472,51.8537,61.501,33.7652,3.1855,308.4397,3.0844,311.524,12.763,4.3829,482.5875,32.1725,514.76,39.4113,55.2452,4095.5119,424.8573,4520.3692,247.4851,19.7702,1145.2301,7.27,1152.5,99.9541,0.0614,,,,,10.129,1622.8188,16.6275,1639.4463,37.462,84.5839,8075.2344,1121.1927,9389.1467,465.2901,82.9355,8706.8248,614.4948,8612.1998,748.8623,21.3,7.6728,1019.5276,1027.2004,178.6804,5.3777,100.1437,181.8617,247.9932,33.0658,0.0206,,,,,,,,,,2.4184,182.7777,7.4773,190.2549,9.6374,1.822,9.805,142.6188,152.4238,14.2619,19.9374,387.6082,384.7823,772.3906,165.5351,8.3201,154.8784,261.6911,416.5695,37.9185,31.03,19.7314,2841.4374,2861.1687,434.9313,10.4577,20.9829,74.0573,95.0402,61.7144,3.6213,0.7652,144.1707,144.9359,23.2891,0.9833,0.7705,35.772,36.5425,6.6041,1.3665,0.866,33.5578,34.4238,27.604,67.6633,7760.9406,825.0834,9324.7929,447.5178,117.4981,254.5439,6748.4394,7002.9833,317.105,16.0258,1612.7885,48.9684,1661.7569,97.2783,1.719,29.0516,131.9814,181.0194,13.6533,4.151,190.764,196.2144,386.9784,65.4048,21.6976,2669.6177,32.9182,2702.5358,227.515,4.0312,0.8814,81.9692,82.8506,12.3395,10.9745,1197.0114,18.0211,1915.9533,153.2524,14.9365,116.1617,924.3576,1040.5192,166.6282,0.5988,6.9833,10.6147,17.598,3.4451,14.8968,1047.9908,230.4145,1278.4053,101.4229,20.7345,1130.8823,166.9942,1297.8765,223.1371
4,2019,4/1/2019,1.7504,7.4186,43.0279,50.4465,36.3511,2.2287,232.2476,9.8259,242.0735,16.9719,2.8003,313.7008,91.8695,405.5703,49.2958,41.1333,3840.9186,251.5482,4052.2812,233.0462,10.4322,1118.2072,28.4389,1146.6462,102.8511,0.0277,0.7752,0.0824,0.8575,0.3149,10.7167,2041.629,25.2573,2066.8863,43.6411,69.1033,7960.8139,1105.7499,9572.0379,549.0143,55.5333,8557.128,477.4778,9034.6058,958.5513,16.6827,9.6029,662.64,672.2429,191.3507,4.0453,54.7503,193.3227,258.3338,51.3246,0.0144,0.0114,,,,,,,,,1.603,287.2815,0.4996,287.7811,14.9886,1.3637,1.6419,98.516,100.1579,6.0204,14.146,377.2391,263.3242,680.3377,263.6699,4.4657,105.0177,107.6833,264.9008,2.5844,24.925,10.8146,2363.2026,2374.0172,395.2617,6.0963,10.5374,51.5971,62.1346,61.7712,2.602,106.5856,145.344,251.9296,36.8205,0.6587,9.6972,36.9416,46.6388,9.6972,1.1593,3.8274,21.3171,25.1445,30.0378,59.1083,8153.6489,388.0053,8541.6542,381.768,100.9013,167.7031,6133.6478,6301.3509,288.1288,11.0453,1518.2354,2.9635,1521.1989,109.7801,1.1519,54.2752,91.8903,139.0136,11.7808,2.403,93.6434,120.8172,251.7025,45.3065,15.8459,2567.0688,23.6669,2590.7357,237.6181,0,0,0,0,0,8.0955,1066.3597,23.2663,1237.7113,132.7963,12.7677,62.074,685.1938,747.2678,154.939,0.4054,4.3058,6.1862,11.3414,3.643,9.605,807.2837,150.5238,957.8075,126.6139,13.667,780.4292,189.7118,970.1409,136.6782
5,2019,5/1/2019,1.595,1.9061,28.1154,30.0215,8.101,2.1577,127.7816,79.0649,206.8465,24.7577,2.7777,126.4569,103.4028,229.8596,19.0658,38.5226,3944.7005,177.4692,4122.1697,154.3004,11.0843,1048.6107,31.0028,1079.6136,75.7783,0.0237,,,,,10.8323,1764.075,27.7933,1806.7433,66.2754,63.1452,7691.4985,872.2911,8492.0639,496.9137,56.3871,11195.4623,405.5628,11601.025,780.0885,15.869,11.4292,990.9887,1002.4179,247.662,3.7513,55.8843,214.7003,256.8501,54.0044,0.0147,0.0113,,,,,,,,,1.641,316.426,1.4383,317.8643,24.7388,1.3119,4.3236,119.2729,123.5966,6.9576,0,0,0,0,0,4.5149,26.2967,108.7726,135.0692,2.5101,20.465,11.5935,2321.6433,2333.2368,349.2476,0,0,0,0,0,2.7371,106.9187,68.0392,174.9578,21.8697,0.6335,11.3891,40.1967,51.5858,12.2823,1.4065,346.3881,6.7411,353.1291,10.3709,55.8741,8311.368,221.9142,8533.2821,498.2059,93.971,243.8066,5462.0061,5705.8127,148.0169,11.5758,1695.627,3.8401,1699.4671,132.0227,1.202,170.4946,10.9689,171.5854,16.0616,2.4126,261.8261,3.2911,269.3766,39.2126,15.2039,2537.3675,61.4348,2598.8023,238.4652,0,0,0,0,0,8.1735,795.4544,66.4373,987.0942,116.0144,9.395,0,571.059,571.059,169.9836,0.351,3.7472,4.1219,7.869,2.7729,9.1297,869.6643,109.4982,979.1625,109.4906,13.1019,798.5972,185.5823,984.1795,86.915
6,2019,6/1/2019,1.2379,3.1272,40.132,43.2591,17.1994,1.958,82.4373,97.4259,179.8632,26.2301,2.532,141.9375,439.06,580.9975,71.915,33.725,3133.1915,288.6832,3421.8747,95.4034,8.1421,1132.5945,43.3528,1175.9473,116.4626,0.0174,0.3739,,,,9.4933,1475.0902,24.9659,1207.1349,47.956,55.9467,6930.4864,665.2138,7507.5475,476.1909,48.3,8805.0455,380.014,9014.7345,873.578,13.275,6.9788,998.483,1005.4618,242.0526,0,0,0,0,0,0.0147,0.2332,,,,,,,,,1.4613,302.9136,1.486,304.3995,22.8614,1.1934,5.0503,101.0065,106.0568,9.6415,0,0,0,0,0,3.0914,75.1161,83.5149,244.684,3.6629,18.28,11.36,1883.0375,1894.3975,313.4669,0,0,0,0,0,2.6153,111.1655,131.3774,242.5428,44.4662,0.5436,0.4969,26.9151,27.412,8.4886,1.3237,220.8623,27.1309,247.9932,59.3488,49.2647,7561.7771,357.1742,7969.411,510.0337,85.1703,184.8961,4453.6555,4638.5516,129.4262,10.1363,1541.71,4.5479,1546.2579,122.0833,1.0542,130.5454,13.1813,126.1635,15.0643,1.711,183.6078,7.2672,164.7232,30.28,13.5317,2330.3276,11.792,2342.1196,205.1758,0,0,0,0,0,7.4382,908.5188,26.8189,968.8884,129.1499,10.076,0,804.0453,804.0453,355.6534,0.3289,4.0197,8.0125,12.0322,3.3631,8.172,804.0324,121.6007,925.6331,108.1072,9.817,863.5856,71.6501,935.2357,85.329
7,2019,7/1/2019,1.0371,1.2914,21.6317,22.9231,13.5601,1.8355,165.3288,26.1771,191.5059,3.9266,2.3771,339.136,200.5747,539.7107,12.5965,31.0903,3009.2945,256.5965,3265.891,92.8429,7.0963,1034.8756,13.4151,1048.2907,114.9862,0.0128,,,,,7.3065,1205.6361,61.8469,1267.483,49.2618,51.8839,7610.2724,473.3521,8132.2996,647.8974,45.5484,8893.236,440.3848,9333.6208,965.3643,12.0638,6.3646,1000.156,1006.5206,208.9521,0,0,0,0,0,0.0144,0.0158,,,,,,,,,1.4223,346.4032,0.4168,346.82,22.1915,1.1794,4.2897,90.3101,94.5998,8.1279,0,0,0,0,0,2.6996,1.3512,68.3571,69.7083,1.0333,14.1803,5.7523,1588.6781,1594.4304,252.4886,0,0,0,0,0,2.5297,38.6751,128.9171,167.5922,36.6918,0.5271,4.4512,38.1528,42.604,11.6578,1.111,140.8171,30.7418,171.5589,41.1543,47.7597,7827.2998,206.842,8034.1418,324.4324,79.2179,266.9064,4630.9088,4897.8152,161.6212,9.4352,1485.8964,6.5484,1492.4448,123.2207,1.0104,82.1094,60.56,153.671,18.5465,1.4519,103.2311,39.2429,159.1517,28.8871,12.5495,2621.4361,23.1913,2644.6274,229.1297,0,0,0,0,0,7.2705,873.3923,61.0653,1083.648,125.7082,9.6848,0,663.0374,663.0374,264.2876,0.2884,3.4519,12.542,15.9939,3.0147,7.8594,637.9523,163.0162,800.9685,105.3347,10.1352,865.5917,103.7942,969.3858,76.809
8,2019,8/1/2019,1.0293,2.3073,21.9197,24.227,19.9969,1.7855,137.774,44.0877,181.8617,6.5443,2.3613,153.0086,313.4359,466.4445,29.6744,30.4226,2813.2202,286.9314,3100.1516,112.5025,6.8158,996.7449,47.5132,1044.2581,116.2008,0.01,,,,,6.8677,1147.8013,58.1944,1205.9956,37.3769,53.8935,7088.2704,522.841,8002.1902,575.5471,45.5484,9073.0235,466.8798,9539.9033,829.8613,11.6101,5.7322,1009.8248,1015.5569,222.0309,0,0,0,0,0,0.0156,0.0413,,,,,,,,,1.4281,280.847,1.0598,281.9068,19.0764,1.1852,4.4436,106.6462,111.0898,10.2203,0,0,0,0,0,0,0,0,0,0,13.7887,4.399,1592.993,1597.3919,256.232,0,0,0,0,0,2.5203,33.4708,153.7846,187.2553,37.0892,0.5292,0.2973,20.4428,20.7401,7.0621,1.0945,21.6199,19.5609,41.1808,22.6494,47.3294,8480.6587,167.4311,8648.0898,366.3393,78.4537,227.3414,3723.578,3950.9193,133.5992,9.4729,1528.4966,5.4737,1533.9702,128.0749,1.0148,110.7152,50.5827,167.3121,19.0658,1.4648,60.0774,60.3708,148.1828,29.6366,12.5834,2490.0107,17.4921,2507.5028,228.1668,0,0,0,0,0,7.28,918.9161,24.5227,956.558,105.329,8.0277,14.8561,541.0658,555.9219,228.3112,0.2876,2.9977,15.2884,18.2861,3.4973,7.6335,848.2564,72.1099,920.3663,97.5489,10.2532,1118.1836,31.9815,1150.1651,67.2784
9,2019,9/1/2019,0.9751,1.0185,24.7846,25.8031,22.0684,1.757,188.7958,35.8061,224.6019,4.2316,2.395,358.7045,76.3397,435.0441,4.1389,30.3447,2958.8575,223.4655,3182.323,99.383,6.64,882.3546,207.1711,1089.5257,119.3595,0.0106,0.5473,0.2029,0.5516,0.1376,6.9133,976.9085,82.2102,1059.1187,33.9893,56.9167,6999.8655,547.5192,7284.4407,576.7015,45.8667,9338.5413,412.9435,10015.11,1243.3725,11.2683,6.566,1056.3027,1062.8687,213.5001,0,0,0,0,0,0.015,0.0368,2.0903,2.1271,0.3051,,,,,,1.436,276.305,7.1839,283.4889,23.2096,1.138,3.8493,89.8181,93.6674,12.4034,0,0,0,0,0,1.2187,1.1629,49.2001,50.363,1.3418,20.423,8.3533,2299.0847,2307.438,383.9879,0,0,0,0,0,2.1124,14.1302,65.1557,79.2859,26.6903,0.5175,2.3732,34.5192,36.8924,9.0613,0.9097,1.1764,31.5101,32.6865,34.8712,47.837,7715.129,383.6897,8098.8187,464.2936,80.3845,186.3918,4421.1682,4607.56,184.7358,9.238,1521.9371,3.7596,1525.6968,128.9587,0.9966,138.3137,27.0287,158.5196,17.1669,1.4747,49.9267,108.251,194.8518,36.2641,12.6133,2407.4156,19.0015,2426.4171,226.7294,0,0,0,0,0,7.3361,825.9303,38.3004,1109.4857,144.0249,8.1113,0,489.8358,489.8358,219.9464,0.2785,2.816,13.4231,16.2392,1.3329,7.7237,793.2773,82.5546,875.832,85.3215,7.4927,708.9494,28.1169,737.0663,45.8572
10,2019,10/1/2019,1.0207,0.4417,44.171,44.6127,29.5945,1.7232,72,62,134,28,2.4023,381.7551,73.5577,455.3128,48.4177,30.1806,3074.3133,186.848,3261.1613,91.8154,6.4042,974.0355,143.6926,1117.7282,125.3502,0.011,,,,,6.7387,938.0555,13.6487,951.7042,88.0959,57.6,7701.6667,629,8507,613,44.7097,9185.2488,387.0163,9572.265,1156.3175,11.8293,12.0467,1042.0597,1054.1065,217.0168,2.7003,14.593,204.5906,212.7314,38.5616,0.0135,0.012,,,,0.4987,20.2498,,,,1.4319,235.0485,2.246,237.2945,19.8485,1.1581,2.5753,98.7204,101.2957,14.1642,0,0,0,0,0,2.7417,4.8472,94.9248,99.772,2.5246,20.4594,9.7271,2549.33,2559.0571,423.7086,6.1474,8.2892,2.7631,11.0522,33.1566,2.1161,62.197,76.295,138.492,30.6839,0.4916,1,23,23,6,1.1077,0.8418,52.6115,53.4533,20.5185,47.5252,8228.6733,159.7614,8388.4347,347.9702,81.4734,185.4488,4424.5499,4609.9987,175.9888,9.0105,1395.0778,42.4516,1437.5294,124.0362,0.9232,73.7931,45.7607,130.2419,17.2482,1.38,42.3945,95.382,164.269,33.3837,12.7065,2430.2728,12.3975,2442.6703,235.8055,0,0,0,0,0,7.174,832.1272,57.6808,1048.4864,159.3765,8.1885,55.6476,677.7253,733.373,223.8577,0.2636,3.3157,9.2507,12.5664,3.3378,7.291,733.2207,103.5235,836.7443,102.0436,6.0487,659.4984,3.2981,662.7965,52.5642
11,2019,11/1/2019,1.2317,0.4254,46.7977,47.2232,27.2278,1.753,65,41,106,13,2.4673,267.978,250.1128,518.0908,47.3428,31.6233,3451.6172,90.6444,3542.2616,106.5371,7.1184,1062.7528,47.6013,1110.3541,117.2391,0.0141,,,,,7.2433,730.1833,86.9036,817.0869,21.9681,62.55,7688,722,8356.5,487.5,45.2667,9583.7146,357.304,9805.421,908.4,12.4572,6.0353,988.7896,994.8249,194.9216,1.314,22.989,152.7172,170.2039,29.7274,0.014,0.0101,,,,0.5243,28.1377,,,,1.4833,265.0636,20.3027,285.3663,27.0703,1.1336,4.6756,110.5144,115.19,12.7517,8.8357,134.4807,299.8526,434.3333,113.8478,3.3046,23.7993,118.9966,142.7959,2.7369,19.8453,17.7993,2519.0689,2536.8682,396.3379,1.779,2.2559,0.4662,2.7221,5.5645,2.1434,26.5082,83.3116,109.8199,35.5968,0.5059,1,20,22,7,1.3253,0.8781,12.0742,12.9523,40.6131,48.8189,8157.625,139.7532,8297.3782,296.9639,85.3892,186.1659,4920.5577,5106.7236,118.4938,9.2037,1216.7821,157.5296,1374.3117,136.777,0.973,40.2073,72.3314,117.7968,15.844,1.5487,70.0225,114.9126,208.932,33.9515,13.9357,2997.8638,15.791,3013.6548,290.4174,0,0,0,0,0,7.4067,846.3893,84.3642,762.442,135.4988,12.127,46.2871,851.8729,898.1601,162.1901,0.2811,2.9637,15.8062,18.7698,3.2403,10.4813,950.8166,148.8754,1099.692,118.6749,6.866,879.7476,12.9239,892.6714,56.6766
12,2019,12/1/2019,1.7285,2.1098,60.4798,62.5895,45.0082,2.129,172,28,200,10,2.9865,230.885,270.1355,501.0205,32.3239,38.0226,4156.6113,62.0788,4218.6901,142.2897,20.3374,1042.5684,154.9375,1197.5059,127.4278,0.1997,9.7456,,,,8.7065,1538.4511,42.6948,1581.1459,49.5835,69.7226,9224.5,823,10047.5,613.5,56.5806,8829.4966,409.1585,9744.4825,981.829,17.1568,9.7279,1167.012,1176.7399,172.2412,4.7852,130.91,187.8571,256.8804,34.1558,0.0163,0.0407,,,,0.8277,22.4269,,,,1.7665,332.6637,1.7695,334.4331,23.3572,1.3068,6.4012,114.307,120.7082,10.9735,10.4258,39.8623,268.3395,316.6989,62.1535,7.9616,113.391,23.2157,181.5044,4.7487,21.6142,6.0264,2350.8257,2356.852,375.2871,8.0839,10.1014,10.7327,20.8342,17.3618,2.5783,22.6464,52.8416,75.488,20.1301,0.6262,6,27,34,12,1.5,1.2774,10.7305,12.0079,2.5038,56.3041,6912.7272,159.487,7072.2142,238.8346,92.5771,185.3287,5527.841,5713.1697,95.7297,11.2533,1044.5112,261.1491,1305.6604,145.319,1.5013,126.2956,12.1877,129.712,12.1877,3.3545,74.2592,84.784,169.568,24.5874,15.4042,2844.8249,20.0944,2864.9193,235.128,0,0,0,0,0,8.8085,1047.3875,63.9103,1348.5828,245.2763,10.6658,582.3374,1028.9994,1611.3368,259.7893,0.3516,3.645,18.3463,21.9912,2.9403,10.4913,627.8918,167.7493,795.6411,93.2094,10.9029,684.3659,66.9699,751.3357,119.0473
1,2020,1/1/2020,1.6354,3.1567,40.4056,43.5623,34.7236,1.9658,343,36,379,8,2.8055,339.7416,210.0221,549.7637,38.0922,36.6806,4309.2149,52.4226,4361.6376,167.7545,12.6081,1237.7402,73.8485,1311.5888,129.0176,0.0085,,,,,8.6516,1406.8845,46.7448,1453.6293,34.2543,69.8645,10512,666.5,11715.5,651.5,55.1613,9345.165,567.75,9965.905,897.9913,15.4793,5.9472,1106.5485,1112.4957,241.7534,3.7594,97.934,164.7383,254.4145,41.1846,0.014,0.0158,2.4527,2.4711,0.2998,0.681,24.598,18.6222,39.7425,6.5859,1.6623,264.6472,0.5696,265.2168,20.1362,1.2526,2.4568,95.541,97.9977,9.0991,8.7532,5.7782,375.1919,372.8626,57.1043,5.2097,21.3474,170.7792,192.1266,21.3474,21.7058,5.8771,2538.4481,2544.3252,367.0292,6.4574,4.6707,19.1498,23.8205,13.0779,2.3223,174.867,83.27,258.137,23.3156,0.5846,1,26,27,8,1.3842,1.1506,27.04,28.1907,16.109,56.6957,7411.3044,393.0181,7804.3225,229.7241,92.99,435.9449,4970.7258,5406.6708,199.0933,10.7073,1322.4951,146.6358,1469.1309,140.8222,1.2826,46.412,63.7016,108.6674,11.2415,2.9194,140.4975,71.915,186.979,30.2043,15.1894,2612.5206,10.9414,2623.4619,233.0197,0,0,0,0,0,8.1276,1035.6524,23.4314,1215.0264,269.3236,13.9074,347.6074,1459.0333,1806.6407,319.8817,0.3614,3.8153,20.3482,24.1634,3.154,9.3984,787.174,109.8521,897.0261,112.846,9.0265,1094.7356,61.7674,1156.503,61.7674
2,2020,2/1/2020,1.4814,1.2006,37.819,39.0196,28.8144,1.8114,207,21,228,12,2.5107,335.8809,81.0066,416.8875,48.4064,32.6172,3903.3759,28.3467,3931.7226,136.4264,8.5874,996.9838,54.4552,1051.439,103.2839,0.0144,,,,,8.5448,1367.8612,41.9757,1409.8368,46.1013,66.5172,8442.6667,804,10008,570.5,48.6552,9582.106,372.6333,9954.7393,816.4245,13.7515,3.9846,1087.5743,1091.559,220.4017,2.9166,58.0864,206.7064,257.3747,49.1558,0.0125,0.0256,,,,0.5231,36.5404,,,,1.5272,315.8204,1.0151,316.8355,18.0469,1.2249,5.092,115.7264,120.8183,7.8694,6.0779,2.1156,322.2048,324.3204,56.0324,4.0506,25.0718,200.5747,225.6466,5.2233,20.7031,5.7569,2487.502,2493.2589,382.2282,3.3238,3.8672,10.2204,14.0876,15.1925,2.2046,191.1425,76.457,267.5995,37.4639,0.524,7,31,38,9,1.1476,0.9463,40.2156,41.1619,2.0344,48.03,7797.7788,211.4944,7669.4547,218.7254,88.4483,158.7105,4902.7612,5061.4718,84.9007,9.6298,1192.7988,48.4173,1241.2162,123.1257,0.9631,59.806,55.0718,113.0807,11.0144,1.9552,86.4759,101.3623,233.913,36.6464,14.3652,2781.1612,13.5148,2794.676,275.3133,0,0,0,0,0,7.2263,1122.4843,11.7826,1317.3682,141.8012,10.7317,47.4045,1006.4118,1053.8163,113.3318,0.3187,3.9856,22.5851,26.5707,3.3479,8.3414,765.9175,95.927,861.8445,118.4099,8.6303,872.7453,17.5702,881.4018,59.239
3,2020,3/1/2020,1.4127,2.3967,29.3591,31.7558,21.57,1.9303,191,21,212,19,2.5719,49.75,89.1746,138.9246,25.8137,37.0677,4444.9072,64.9816,4509.8887,146.496,8.5403,1133.6791,53.4306,1187.1097,115.1213,0.0193,,,,,8.7677,1344.2428,39.3451,1383.5878,49.7917,68.6387,9054,482.5,9536.5,572,50.0968,9076.0515,394.0185,9470.07,852.1928,14.1138,4.1839,1060.5324,1064.7163,200.0997,3.1558,25.1477,199.1326,225.7771,42.0703,0.0144,0.0254,,,,0.5684,37.8046,,,,1.5206,343.9051,2.9145,346.8196,7.5776,1.2862,2.588,120.1586,122.7466,10.6294,2.5142,30.0574,62.4906,92.548,40.475,3.7425,24.2846,147.2251,171.5097,3.1873,21.3823,14.6644,2395.5644,2410.2288,363.2256,2.5661,1.7707,0.438,2.2088,17.7073,2.3518,416.6888,8.7804,425.4692,29.6577,0.5755,6,29,35,8,0.8555,20.0227,21.7638,41.7864,87.055,50.71,7267.7513,12.9192,7375.8286,213.8786,92.4985,170.7648,5229.3516,5400.1165,179.1114,10.5644,1236.0966,135.2517,1371.3483,142.5878,1.0274,89.3616,46.2527,124.5265,13.52,2.2216,72.9269,91.0293,196.063,40.6131,14.9861,2765.1885,31.033,2796.2215,236.5209,0,0,0,0,0,7.2801,1000.4696,13.8821,1009.2949,111.7099,13.6658,278.2741,943.6346,1221.9087,218.3245,0.3089,3.3838,18.0469,21.4307,3.2033,8.9255,720.7541,49.6214,857.4123,129.7233,8.3516,816.194,32.2104,863.5856,75.189
4,2020,4/1/2020,1.3454,1.2672,29.7796,31.0468,10.1377,1.8993,98,70,168,26,2.537,176.9488,451.7398,628.6885,35.3898,36.3467,4416.3191,44.5838,4460.9029,194.1024,8.847,1118.9159,91.6434,1210.5593,114.2917,0.0141,0.4442,0.3778,0.7464,0.9677,9.4,1742.7654,44.8333,1787.5987,65.9536,68.2,10041.5,744.5,10785.5,530.5,49.9333,8346.3035,368.659,8500.5423,562.8295,13.8428,4.2165,1084.1092,1088.3962,191.6117,2.49,28.445,283.2845,311.7296,54.7917,0.0174,0.013,,,,0.5713,45.473,,,,1.5383,289.7796,5.4004,295.18,21.7335,1.2996,2.3517,119.9845,122.3362,12.9583,5.8183,87.5498,199.9296,287.4794,124.1607,3.4967,38.5078,177.7285,216.2363,38.5078,20.425,5.3735,2142.0829,2147.4564,327.4171,6.274,4.2789,3.6033,7.8823,36.0332,2.4331,289.4768,1.0855,290.5623,24.4246,0.6044,19,34,54,7,0.6723,0.6737,15.1589,15.8327,7.0742,43.3219,5893.3586,137.6635,6031.022,366.913,93.156,177.8859,6051.5799,6229.4658,703.5575,11.1332,916.9772,276.5302,1193.5074,144.7995,1.0143,111.1026,30.5979,144.4507,9.9621,2.368,67.2027,121.4985,210.5974,39.6895,15.1563,2716.7784,32.668,2749.4464,292.6732,0,0,0,0,0,7.2609,957.0303,77.0403,1004.5659,79.3258,10.5917,4.7551,438.3844,443.1395,129.7897,0.2708,3.4633,19.6252,23.0885,3.8673,8.4243,587.9892,195.113,760.5314,86.6462,7.884,666.4628,62.9578,729.4206,72.1232
5,2020,5/1/2020,1.2072,3.2244,30.4019,33.6263,40.0752,1.7255,119,59,178,12,2.2474,338.0005,56.0369,394.0374,40.4711,33.2097,4262.3453,62.7307,4325.076,97.7585,7.8827,1068.0249,74.6125,1142.6374,118.99,0.0123,,,,,10.7645,1800.7138,33.1831,1833.8968,87.8499,59.2645,8202,843,9045,607,46.3548,9152.6978,418.0533,9570.751,782.738,12.0433,3.5161,1074.4934,1078.0095,221.6097,2.0268,3.6085,230.708,235.5935,43.4274,0.0154,0.0616,,,,0.5332,34.3426,,,,1.3732,241.6344,16.109,257.7434,25.1703,1.2294,6.5072,125.4955,132.0026,13.0143,0,0,0,0,0,0,0,0,0,0,18.2339,4.7832,2183.1502,2187.9334,318.2294,0,0,0,0,0,2.2731,170.4764,63.9287,234.4051,30.6858,0.5415,67,2,69,13,0.5135,0.4315,19.8485,20.28,12.5132,44.1058,7326.6586,20.6256,7347.2842,165.5656,83.0977,170.6168,5121.3207,5291.9376,176.1926,10.0502,1285.182,19.214,1304.396,114.4896,0.9445,49.479,72.2746,125.4917,15.4617,2.0668,82.7174,141.7104,267.6752,44.875,13.8381,2660.5522,34.1797,2694.7319,260.7335,0,0,0,0,0,6.9079,738.0619,86.693,866.9805,160.2747,8.809,6.9035,337.7592,344.6627,150.7176,0.267,2.9977,16.9871,19.9848,3.1576,8.0139,797.9446,92.6303,914.5885,116.1503,6.4616,619.0746,19.8122,638.8868,46.1921
